industry_type,region,country,year,co2_emissions_metrictons,energy_consumption_twh,automobile_co2_emissions_metrictons,industrial_co2_emissions_metrictons,agriculture_co2_emissions_metrictons,domestic_co2_emissions_metrictons,population_millions,gdp_billion_usd,urbanization_percentage,renewable_energy_percentage,industrial_growth_percentage,transport_growth_percentage,co2_emissions_per_capita,energy_consumption_per_capita,renewable_energy_contribution
Mining,Africa,South Africa,2015,73.73,693.84,7.35,65.83,17.71,13.67,1053.72,10208.2,87.17,39.7,0.16,8.52,0.06997114983107468,0.6584671449720989,275.45448000000005
Construction,Africa,South Africa,2015,283.23,510.37,96.26,147.56,46.62,6.69,568.52,20668.97,41.36,8.32,6.32,0.22,0.498188278336734,0.8977168789136706,42.462784
Mining,Africa,Usa,2015,24.31,421.73,50.84,149.08,33.76,2.75,1388.42,5094.14,37.02,4.52,10.17,7.27,0.017509111075899222,0.30374814537387823,19.062196
Construction,Africa,Usa,2015,4.78,512.77,30.33,139.43,40.57,4.72,485.27,23583.03,31.07,53.82,-9.19,5.12,0.009850186494116678,1.0566694829682446,275.97281399999997
Construction,Africa,Usa,2015,101.3,703.67,54.43,103.95,33.1,15.5,271.21,15545.94,83.26,83.7,-0.03,2.43,0.37351130120570775,2.594557722797832,588.9717899999999
Mining,Africa,Usa,2015,268.49,26.79,45.57,199.81,40.35,7.45,1344.54,4763.39,69.77,87.97,7.45,-2.92,0.19968911300519138,0.019925030121826053,23.567163
Mining,Africa,Usa,2015,15.15,200.69,57.85,130.36,36.89,15.46,639.97,122.37,69.78,62.82,7.6,5.29,0.02367298467115646,0.31359282466365607,126.07345799999999
Construction,Africa,Usa,2015,120.39,832.27,35.14,162.8,48.65,17.86,430.4,3488.08,93.66,89.39,1.22,-2.49,0.2797165427509294,1.9337128252788105,743.9661530000001
Mining,Africa,Usa,2015,159.06,530.68,61.52,31.47,35.61,12.46,478.2,2508.62,36.78,77.92,-7.98,8.1,0.3326223337515684,1.1097448766206608,413.505856
Energy,Africa,Usa,2015,30.56,379.77,30.94,146.83,7.72,0.1,1487.02,8612.44,63.58,13.63,3.37,-0.77,0.020551169452999958,0.25538997458003254,51.762651
Construction,Africa,Usa,2015,82.08,144.86,19.39,6.44,34.51,9.9,1093.49,12405.81,28.18,40.12,-0.34,0.9,0.07506241483689836,0.13247491975235257,58.117832
Energy,Asia,Australia,2015,15.51,321.14,86.24,49.68,32.24,16.71,577.63,20575.47,20.69,46.74,-9.26,-4.09,0.026851098454027663,0.5559614285961602,150.100836
Construction,Asia,Australia,2015,229.2,371.13,47.73,47.55,16.51,14.55,767.99,6202.67,41.46,45.65,5.88,5.76,0.29844138595554626,0.483248479797914,169.420845
Energy,Asia,Australia,2015,142.04,324.23,49.69,111.08,35.14,19.23,350.41,18609.31,82.66,49.99,3.81,7.28,0.4053537284894837,0.9252875203333238,162.08257700000001
Manufacturing,Asia,Australia,2015,38.34,528.04,25.84,119.42,14.34,19.92,945.72,5022.06,71.95,7.33,10.77,7.26,0.04054054054054054,0.55834707947384,38.705332
Energy,Asia,Australia,2015,99.57,325.57,17.0,109.34,35.13,4.11,1328.39,2995.14,59.51,20.76,-9.35,4.57,0.07495539713487755,0.2450861569268061,67.588332
Mining,Asia,Australia,2015,8.71,83.03,64.75,58.72,21.56,8.96,1214.04,12502.8,49.85,12.19,14.34,4.85,0.007174392935982341,0.06839148627722316,10.121357
Energy,Asia,Australia,2015,264.1,304.5,70.98,97.24,2.22,17.98,420.81,21826.71,67.59,50.83,-7.75,1.44,0.6275991540124998,0.7236044770799173,154.77734999999998
Construction,Asia,Australia,2015,166.74,731.65,80.41,40.64,44.26,8.35,505.73,12371.82,50.37,54.72,4.31,6.58,0.3297016194412038,1.4467205821288038,400.35888
Energy,Asia,Australia,2015,184.19,647.35,34.97,127.71,33.21,1.22,1168.74,18654.08,75.32,48.06,-0.2,-0.31,0.157597070349265,0.5538870920820713,311.11641000000003
Mining,Asia,Australia,2015,49.79,969.16,87.39,154.3,0.93,13.98,325.86,15094.17,83.84,27.27,13.43,8.38,0.15279567912600503,2.9741606825016875,264.28993199999996
Mining,Asia,Australia,2015,131.55,217.28,44.94,86.33,9.65,18.9,1493.28,24169.74,63.85,34.39,-5.33,2.45,0.08809466409514627,0.1455051966141648,74.722592
Manufacturing,Asia,Australia,2015,48.74,682.35,59.04,185.1,46.94,5.59,525.02,22324.57,90.25,34.26,-3.27,-1.48,0.09283455868347873,1.2996647746752505,233.77310999999997
Mining,Asia,Australia,2015,159.2,817.74,67.93,189.51,6.56,19.98,315.3,20376.21,27.89,83.75,-6.77,-0.23,0.5049159530605771,2.5935299714557565,684.85725
Construction,Asia,Australia,2015,197.8,608.91,23.91,93.86,24.51,9.52,573.66,22934.36,73.77,50.63,0.01,5.44,0.34480354216783465,1.0614475473276854,308.291133
Mining,Asia,Australia,2015,135.94,393.36,81.67,108.15,16.45,9.42,728.46,13824.94,99.87,87.98,4.47,-4.34,0.18661285451500426,0.5399884688246438,346.078128
Manufacturing,Asia,Australia,2015,141.44,739.13,34.05,111.67,48.26,13.02,676.51,17343.18,74.68,57.07,-7.25,-4.33,0.20907303661438856,1.092563302833661,421.82149100000004
Energy,Asia,Australia,2015,179.69,75.34,85.65,178.55,24.7,10.5,1146.09,7765.65,87.81,14.17,3.69,-3.38,0.1567852437417655,0.06573654774057884,10.675678
Construction,Asia,Australia,2015,140.21,266.39,31.49,194.85,32.94,2.73,1481.26,10342.07,27.36,84.15,11.88,5.21,0.09465590105720806,0.179840136100347,224.167185
Construction,Asia,Australia,2015,21.37,355.3,44.27,26.15,34.25,8.75,1020.0,3078.83,89.51,19.71,7.54,-3.15,0.020950980392156864,0.34833333333333333,70.02963000000001
Manufacturing,Asia,Australia,2015,34.92,693.61,21.77,6.07,4.49,12.97,147.29,7374.61,29.71,18.67,-8.38,2.06,0.23708330504447012,4.70914522370833,129.49698700000002
Mining,Asia,Brazil,2015,57.9,915.68,75.71,126.83,42.77,17.16,1253.81,13589.4,79.53,49.72,14.35,-4.61,0.046179245659230664,0.7303179907641508,455.27609599999994
Mining,Asia,Brazil,2015,272.14,766.71,16.85,53.61,13.2,17.13,1447.51,2075.01,95.87,52.85,13.08,9.68,0.18800560963309407,0.5296750972359431,405.206235
Mining,Asia,Brazil,2015,106.19,758.24,38.38,82.79,30.36,1.32,370.54,21529.51,97.12,16.5,8.85,-4.23,0.28658174556053323,2.0463107896583366,125.10960000000001
Manufacturing,Asia,Brazil,2015,50.1,927.32,95.62,95.46,4.57,19.83,434.74,15110.47,47.45,7.11,2.06,9.04,0.11524129364677739,2.1330450384137647,65.932452
Mining,Asia,Brazil,2015,87.34,84.85,6.71,186.41,45.15,1.68,1307.49,14195.38,93.46,38.08,11.16,6.95,0.06679974607836389,0.06489533380752434,32.31088
Construction,Asia,Brazil,2015,33.91,226.54,94.12,170.46,9.0,14.7,738.68,6150.28,70.59,80.32,11.59,3.38,0.045906211079222395,0.3066821898521687,181.95692799999998
Manufacturing,Asia,Brazil,2015,128.36,542.49,14.82,40.05,25.62,6.12,362.4,15487.94,68.37,69.22,11.87,6.67,0.3541942604856513,1.4969370860927154,375.511578
Energy,Asia,Brazil,2015,97.11,419.23,16.51,127.8,14.3,6.88,356.2,3573.71,49.25,40.36,-1.46,9.53,0.27262773722627737,1.1769511510387423,169.20122800000001
Energy,Asia,Brazil,2015,182.99,127.82,90.12,18.9,42.18,18.7,303.65,17326.65,25.33,26.76,12.62,0.66,0.6026346122180143,0.4209451671332126,34.204632000000004
Energy,Asia,Brazil,2015,165.02,45.8,30.47,136.98,2.47,14.81,417.0,6289.19,80.08,85.86,14.33,-2.57,0.39573141486810554,0.10983213429256594,39.32388
Manufacturing,Asia,Brazil,2015,207.04,81.6,83.11,73.52,19.78,13.88,1153.04,18833.47,91.85,91.53,4.19,6.15,0.1795601193367099,0.0707694442517172,74.68848
Energy,Asia,Brazil,2015,0.84,434.04,65.12,97.41,13.36,9.17,632.07,1139.39,43.89,94.3,12.11,8.59,0.0013289667283686933,0.6866960937870805,409.29972000000004
Construction,Asia,Brazil,2015,176.17,545.37,62.23,156.62,45.52,11.09,1032.71,8283.09,77.86,2.25,4.92,-1.67,0.17059000106515865,0.5280959804785467,12.270825
Manufacturing,Asia,Brazil,2015,104.54,649.41,14.68,76.83,31.44,12.34,611.17,22981.76,51.21,28.43,11.73,6.71,0.17104897164455063,1.0625685161248097,184.62726299999997
Manufacturing,Asia,Brazil,2015,132.08,255.74,42.63,186.61,17.11,4.98,384.61,217.48,72.99,28.94,8.89,3.36,0.34341280777930894,0.664933309066327,74.01115600000001
Mining,Asia,Canada,2015,194.49,264.83,67.39,154.92,30.25,6.11,979.24,15746.88,96.53,54.07,0.77,8.88,0.19861321024467957,0.2704444262897757,143.193581
Mining,Asia,Canada,2015,277.33,40.46,10.75,45.22,38.85,9.44,544.95,22404.36,21.87,82.14,-4.02,3.93,0.5089090742269933,0.07424534360950545,33.233844
Mining,Asia,Canada,2015,13.89,688.73,29.02,145.74,9.85,7.76,547.73,21249.69,94.91,1.38,13.6,-0.15,0.025359209829660598,1.2574261041023862,9.504473999999998
Mining,Asia,Canada,2015,64.17,418.61,26.35,7.99,21.64,4.99,866.88,16155.78,72.66,61.6,-1.99,1.19,0.07402408637873754,0.48289267257290514,257.86376
Manufacturing,Asia,Canada,2015,6.61,430.7,91.39,102.93,22.33,8.58,1100.22,21567.89,20.5,45.92,-1.14,5.35,0.006007889331224665,0.3914671611132319,197.77743999999998
Mining,Asia,Canada,2015,15.0,892.17,24.91,3.43,49.54,6.71,894.96,21293.5,68.06,36.99,8.04,-1.47,0.01676052561008313,0.9968825422365245,330.013683
Construction,Asia,Canada,2015,193.47,326.21,16.65,189.01,17.61,16.72,247.7,24795.74,95.58,79.11,-6.64,7.78,0.7810658054097699,1.31695599515543,258.064731
Construction,Asia,Canada,2015,107.33,674.99,55.84,40.71,37.01,5.94,442.12,10422.1,54.01,70.78,-7.83,0.29,0.24276214602370397,1.5267122048312676,477.757922
Mining,Asia,Canada,2015,238.71,536.5,88.17,134.31,42.91,7.99,717.11,23813.43,88.81,39.15,0.11,9.95,0.3328778011741574,0.7481418471364226,210.03975
Construction,Asia,Canada,2015,42.18,406.23,0.11,37.26,41.05,12.13,443.88,22414.95,70.1,72.88,1.44,4.06,0.0950256826169235,0.9151797783184645,296.060424
Manufacturing,Asia,Canada,2015,268.77,750.18,15.0,19.03,49.09,6.25,771.19,8339.94,82.94,63.11,-7.92,1.87,0.34851333653185335,0.9727563894760045,473.43859799999996
Mining,Asia,Canada,2015,50.0,313.52,43.29,69.54,37.18,0.86,67.2,10732.97,22.99,62.34,11.52,8.05,0.7440476190476191,4.66547619047619,195.44836800000002
Mining,Asia,Canada,2015,155.86,667.23,36.51,167.87,47.24,1.5,654.49,15967.28,37.69,52.36,13.97,-4.56,0.23813962016226375,1.0194655380525295,349.361628
Manufacturing,Asia,Canada,2015,135.62,718.59,55.39,127.95,23.34,11.94,55.24,23032.76,66.3,28.66,10.57,4.63,2.4551049963794354,13.008508327299058,205.94789400000002
Construction,Asia,China,2015,205.88,106.68,34.31,119.95,7.38,4.71,1243.57,6670.76,23.95,26.88,3.22,-2.6,0.16555561809950387,0.08578527947763295,28.675584
Manufacturing,Asia,China,2015,34.68,136.59,98.28,106.67,44.01,10.73,157.24,20869.27,54.14,19.28,-5.63,0.4,0.22055456626812514,0.8686720936148562,26.334552000000002
Energy,Asia,China,2015,208.98,750.55,42.52,29.75,22.23,4.08,498.41,20643.62,78.04,81.81,-8.61,0.91,0.41929335286210145,1.505888726149154,614.024955
Construction,Asia,China,2015,23.49,548.91,92.21,9.63,22.54,15.57,970.52,17300.4,64.05,93.63,4.03,8.84,0.024203519762601492,0.5655833985904464,513.9444329999999
Construction,Asia,China,2015,214.2,300.86,37.12,0.77,27.91,4.42,508.03,11959.82,98.23,8.52,0.53,3.73,0.4216286439777179,0.5922091215085724,25.633272
Manufacturing,Asia,China,2015,78.16,122.49,7.72,95.57,7.74,17.46,209.72,5551.91,87.2,62.49,-8.94,5.73,0.37268739271409496,0.5840644669082586,76.544001
Energy,Asia,China,2015,198.42,293.04,22.43,164.97,29.73,16.95,468.75,10568.17,81.33,11.97,11.27,6.79,0.42329599999999995,0.625152,35.076888000000004
Mining,Asia,China,2015,86.17,246.34,31.74,1.41,19.94,19.0,1150.01,5006.08,30.76,53.0,4.94,0.9,0.07492978321927636,0.214206832984061,130.5602
Construction,Asia,China,2015,4.74,945.36,49.02,145.38,29.74,16.95,1193.94,18239.01,72.05,98.64,12.24,2.95,0.003970048746168149,0.7917985828433589,932.503104
Energy,Asia,Germany,2015,221.49,193.73,61.9,164.31,2.71,11.48,307.86,9401.37,21.87,38.75,0.72,8.63,0.7194503995322549,0.6292795426492561,75.070375
Energy,Asia,Germany,2015,190.48,120.87,12.57,175.92,27.65,9.76,432.15,157.72,50.0,71.77,-1.24,4.56,0.44077287978711094,0.2796945505032975,86.74839899999999
Energy,Asia,Germany,2015,109.06,956.16,78.07,62.94,31.29,9.22,988.95,22680.71,61.63,64.68,-4.22,1.02,0.11027857829010566,0.966843622023358,618.444288
Manufacturing,Asia,Germany,2015,134.44,342.94,85.86,43.41,21.59,11.87,1036.12,1631.56,78.93,82.48,5.34,3.25,0.12975331042736363,0.3309848280121994,282.856912
Energy,Asia,Germany,2015,204.46,646.5,64.87,167.05,18.73,5.27,248.12,17257.17,37.94,69.12,1.2,-3.23,0.8240367564081896,2.605594067386748,446.86080000000004
Energy,Asia,Germany,2015,86.19,550.54,18.65,124.27,18.21,15.99,933.49,949.29,70.23,78.2,-0.5,9.77,0.09233093016529367,0.589765289397851,430.52227999999997
Construction,Asia,Germany,2015,297.82,3.21,18.19,146.24,40.97,12.25,1323.91,18216.31,58.94,75.2,-1.54,5.08,0.2249548685333595,0.002424636115748049,2.41392
Energy,Asia,Germany,2015,273.7,350.51,72.76,139.75,38.68,12.42,479.69,23946.37,57.24,26.85,1.12,-4.57,0.5705768308699368,0.7307010777793992,94.11193499999999
Construction,Asia,Germany,2015,1.38,652.49,71.5,28.61,7.99,7.75,1195.61,6398.73,33.79,92.89,3.02,0.96,0.0011542225307583577,0.5457381587641456,606.0979609999999
Manufacturing,Asia,Germany,2015,38.02,602.86,70.91,166.49,23.43,15.7,273.99,6612.22,92.92,55.7,4.58,9.94,0.1387641884740319,2.2002992809956567,335.79302
Manufacturing,Asia,Germany,2015,277.25,473.7,11.76,194.41,15.48,15.58,99.62,10107.57,44.22,41.95,-9.49,-4.16,2.783075687612929,4.75506926320016,198.71715
Mining,Asia,Germany,2015,135.65,634.73,79.58,29.33,26.58,12.82,616.02,447.83,79.86,5.52,1.97,9.83,0.22020388948410768,1.0303723905068018,35.037096
Manufacturing,Asia,Germany,2015,40.31,299.85,96.83,148.66,17.69,9.07,1162.67,4749.18,67.95,83.87,2.56,8.16,0.03467019876663198,0.25789776978850404,251.48419500000003
Construction,Asia,India,2015,177.57,958.58,66.66,49.26,20.84,15.79,833.25,13506.21,43.44,52.51,-4.22,-2.85,0.2131053105310531,1.1504110411041104,503.35035799999997
Energy,Asia,India,2015,22.85,245.36,43.53,108.64,1.38,12.36,1306.97,9076.65,82.49,13.06,-8.01,-4.2,0.017483186301139278,0.18773192957757256,32.044016
Energy,Asia,India,2015,195.96,721.46,27.59,124.47,22.81,0.42,221.97,17407.49,92.13,90.12,-5.94,8.68,0.8828220029733749,3.2502590440149572,650.1797520000001
Energy,Asia,India,2015,273.92,782.1,60.53,160.27,0.26,9.68,731.82,23412.35,46.87,50.96,13.84,9.97,0.37429969118089146,1.0687054193654177,398.55816
Manufacturing,Asia,India,2015,202.32,432.28,3.44,36.93,10.03,12.7,936.05,12767.87,77.52,20.87,-8.15,5.69,0.21614230009080712,0.46181293734309065,90.216836
Mining,Asia,India,2015,212.23,839.51,55.55,19.94,46.95,8.88,538.94,1201.97,56.35,54.31,12.54,8.42,0.3937915166808921,1.557705867072401,455.937881
Mining,Asia,India,2015,150.6,950.07,44.32,193.55,33.59,3.59,1141.09,7909.48,90.23,26.19,3.27,7.14,0.13197907264107125,0.832598655671332,248.82333300000002
Manufacturing,Asia,India,2015,183.75,412.21,10.76,95.34,11.18,3.75,774.0,13780.72,64.8,44.73,-5.35,8.2,0.2374031007751938,0.5325710594315245,184.381533
Mining,Asia,South Africa,2015,91.76,510.5,25.91,90.17,40.78,0.59,36.06,9513.71,29.89,56.59,-0.02,6.13,2.5446478092068774,14.15696062118691,288.89195
Manufacturing,Asia,South Africa,2015,201.61,755.7,19.25,61.06,45.74,8.92,1135.59,16894.32,60.76,80.46,4.16,8.38,0.17753766764413215,0.6654690513301457,608.03622
Construction,Asia,South Africa,2015,174.91,944.25,10.46,45.15,43.77,17.96,506.33,22104.3,91.98,76.29,10.49,4.91,0.34544664546837045,1.8648904864416487,720.368325
Manufacturing,Asia,South Africa,2015,273.83,808.86,31.41,80.47,38.14,6.24,353.05,2156.57,62.68,59.45,7.33,1.69,0.7756125194731623,2.2910635887268094,480.8672700000001
Mining,Asia,South Africa,2015,224.52,273.11,11.34,132.42,17.72,1.09,369.54,4852.02,53.95,28.62,4.08,8.14,0.6075661633382042,0.7390539589760242,78.16408200000001
Construction,Asia,South Africa,2015,187.56,612.55,53.04,16.61,11.12,14.64,1460.47,17039.36,91.88,69.21,8.19,1.26,0.1284244113196437,0.41941977582559037,423.94585499999994
Energy,Asia,South Africa,2015,96.34,12.33,89.81,166.63,2.82,19.67,528.25,9949.16,67.38,61.98,11.61,-3.54,0.18237576904874586,0.02334122101277804,7.6421339999999995
Construction,Asia,South Africa,2015,122.57,287.93,69.4,160.2,6.3,13.25,757.32,22099.84,86.54,86.01,5.97,8.01,0.16184703956055563,0.38019595415412244,247.64859300000003
Construction,Asia,South Africa,2015,30.81,706.52,16.86,80.83,20.8,9.94,519.99,17374.57,45.04,63.66,2.11,-1.19,0.059251139444989324,1.3587184368930172,449.770632
Mining,Asia,South Africa,2015,158.42,866.79,3.43,156.96,27.15,2.72,1428.93,18572.39,37.41,63.45,-4.41,-3.53,0.11086617259067973,0.6066007432134534,549.978255
Manufacturing,Asia,South Africa,2015,83.15,982.91,23.89,89.49,36.82,7.1,456.74,22995.71,67.56,32.6,-4.39,-1.6,0.18205105749441697,2.152012085650479,320.42866000000004
Manufacturing,Asia,South Africa,2015,22.83,922.81,40.29,164.76,47.7,10.68,1224.69,6341.22,30.77,93.7,-8.1,3.36,0.018641452122577958,0.7535049686042998,864.67297
Energy,Asia,South Africa,2015,187.14,450.46,15.86,195.9,45.08,9.19,395.89,16486.25,97.28,80.33,9.68,7.89,0.4727070650938392,1.1378413195584631,361.8545179999999
Construction,Asia,South Africa,2015,79.87,572.67,78.84,153.08,33.89,8.2,842.41,11711.92,62.08,79.87,-4.34,7.17,0.09481131515532817,0.6797996225116036,457.391529
Energy,Asia,South Africa,2015,175.83,601.09,47.96,1.73,46.7,6.0,493.93,21195.4,71.73,42.12,-1.26,0.86,0.35598161682829554,1.2169538193671168,253.179108
Mining,Asia,South Africa,2015,89.43,761.03,6.04,74.76,22.35,1.38,951.95,15552.86,98.34,21.05,3.84,-3.57,0.09394400966437313,0.7994432480697515,160.19681500000002
Manufacturing,Asia,South Africa,2015,136.58,93.87,9.05,40.42,5.8,12.17,310.53,11922.81,67.91,41.73,10.59,-2.39,0.43982867999871195,0.3022896338518018,39.171951
Mining,Asia,Usa,2015,139.8,557.26,33.38,8.19,3.8,13.39,139.96,23450.62,26.65,95.74,7.02,-2.66,0.9988568162332095,3.9815661617605027,533.520724
Mining,Asia,Usa,2015,64.12,195.53,46.53,22.65,4.39,11.57,223.95,17828.28,49.76,62.47,11.8,6.36,0.28631390935476675,0.8730966733645904,122.14759099999999
Manufacturing,Asia,Usa,2015,275.34,841.58,12.33,183.12,6.84,4.92,347.49,3200.63,90.01,69.25,1.57,-4.49,0.792368125701459,2.4218826441048664,582.7941500000001
Energy,Asia,Usa,2015,196.25,140.12,72.11,146.82,41.81,14.57,907.83,18728.49,69.17,59.93,10.5,-1.48,0.21617483449544517,0.15434607801020014,83.973916
Energy,Asia,Usa,2015,95.08,675.84,89.64,163.28,11.65,4.17,732.0,19294.67,85.77,71.16,8.6,8.63,0.12989071038251365,0.9232786885245902,480.927744
Manufacturing,Asia,Usa,2015,184.59,505.37,52.83,152.01,4.77,16.68,440.48,2022.37,51.42,52.1,-6.29,6.55,0.41906556483835816,1.1473165637486378,263.29777
Manufacturing,Asia,Usa,2015,284.3,272.51,92.75,12.85,44.6,17.8,193.2,12899.22,55.58,18.71,2.94,6.48,1.4715320910973086,1.4105072463768116,50.98662100000001
Mining,Asia,Usa,2015,123.76,709.84,16.0,68.43,23.43,9.79,453.7,16088.2,54.07,57.08,10.5,3.39,0.2727793696275072,1.564558078025127,405.17667200000005
Manufacturing,Asia,Usa,2015,58.2,144.88,12.56,93.31,26.46,0.54,1255.2,11327.72,94.05,48.66,-5.81,-3.79,0.046367112810707455,0.11542383683875079,70.49860799999999
Manufacturing,Asia,Usa,2015,143.49,518.17,38.86,57.71,35.22,3.32,1199.56,6401.04,89.16,85.64,-6.27,3.19,0.1196188602487579,0.43196672113108137,443.76078799999993
Energy,Asia,Usa,2015,225.34,707.81,11.9,197.86,1.36,5.73,1256.5,8036.8,55.48,33.8,-3.78,9.83,0.17933943493832075,0.5633187425387982,239.23977999999997
Mining,Asia,Usa,2015,267.75,419.57,60.35,46.65,37.69,0.82,699.35,4660.48,41.15,6.33,14.97,-2.73,0.3828555086866376,0.5999428040323157,26.558781
Manufacturing,Asia,Usa,2015,108.8,859.27,56.53,20.94,24.58,13.0,1045.74,6950.78,35.86,44.67,0.91,2.47,0.10404115745787672,0.8216860787576261,383.835909
Construction,Asia,Usa,2015,53.6,374.4,45.59,117.39,49.57,12.2,1063.32,9713.47,91.53,70.69,-4.2,9.28,0.05040815558815785,0.3521047285859384,264.66336
Manufacturing,Asia,Usa,2015,278.0,824.97,80.66,115.5,28.58,15.92,835.25,7410.7,64.24,41.42,6.64,6.16,0.33283448069440286,0.9876923076923078,341.702574
Mining,Europe,Australia,2015,228.86,301.32,1.74,167.01,12.78,19.39,1465.39,24217.76,27.51,56.9,2.12,8.06,0.15617685394331884,0.20562444127501892,171.45108
Mining,Europe,Australia,2015,216.26,718.97,86.25,42.99,13.51,17.68,1405.38,5868.66,97.54,70.95,-6.23,-4.45,0.1538800893708463,0.5115840555579274,510.10921500000006
Manufacturing,Europe,Australia,2015,240.05,280.66,1.78,62.51,44.22,18.53,1232.38,15650.61,36.6,76.98,13.07,7.28,0.19478569921615085,0.2277381976338467,216.05206800000005
Manufacturing,Europe,Australia,2015,238.44,61.51,54.81,115.38,13.82,5.75,1098.91,13463.26,22.33,15.22,2.86,9.2,0.21697864247299595,0.05597364661346242,9.361822
Mining,Europe,Australia,2015,164.87,530.8,60.52,149.02,2.66,6.13,887.28,10662.83,68.33,77.43,10.74,-0.59,0.18581507528626814,0.5982328013704805,410.99843999999996
Mining,Europe,Australia,2015,88.08,697.83,20.3,111.39,31.79,19.52,271.44,4078.37,33.33,91.83,-8.61,-3.46,0.3244916003536693,2.570844385499558,640.8172890000001
Construction,Europe,Australia,2015,286.99,264.1,33.45,134.47,11.61,8.75,1111.89,8137.39,41.52,32.09,-3.38,4.86,0.25811006484454396,0.23752349602928347,84.74969000000002
Mining,Europe,Australia,2015,77.01,708.25,50.01,10.22,22.97,11.7,1494.9,23710.36,45.9,3.05,-0.67,6.98,0.051515151515151514,0.4737775102013512,21.601625
Construction,Europe,Australia,2015,10.04,671.11,54.98,146.22,5.62,19.47,1487.42,1534.24,78.66,73.92,2.37,2.06,0.006749942854069462,0.4511906522703742,496.084512
